SIZE-3year,GR-PROFIT-MARGIN-3year,CAPITAL-EMPLOYED-TURNOVER-3year,STOCKHOLDERS-EQUITY-TURNOVER-3year,CAPITAL-EMPLOYED/NET-FIXED-ASSETS-3year,DEBT/EQUITY-3year,EQUITY/CAPITAL-EMPLOYED-3year,WORKING-CAPITAL/TOTAL-ASSETS-3year,AV-COLLECTION-PERIOD-FOR-RECIEVABLES-3year,AV-PAYMENT-PERIOD-3year,AV-TURNOVER-PERIOD-FOR-INVENTORIES-3year,SCALED-CHANGE-ASSETS-2year,SIZE-2year,CH.NET-INCOME-2year,GR-PROFIT-MARGIN-2year,CAPITAL-EMPLOYED-TURNOVER-2year,STOCKHOLDERS-EQUITY-TURNOVER-2year,CAPITAL-EMPLOYED/NET-FIXED-ASSETS-2year,DEBT/EQUITY-2year,EQUITY/CAPITAL-EMPLOYED-2year,WORKING-CAPITAL/TOTAL-ASSETS-2year,AV-COLLECTION-PERIOD-FOR-RECIEVABLES-2year,AV-PAYMENT-PERIOD-2year,AV-TURNOVER-PERIOD-FOR-INVENTORIES-2year,SCALED-CHANGE-ASSETS,SIZE,CH.NET-INCOME,GR-PROFIT-MARGIN,CAPITAL-EMPLOYED-TURNOVER,STOCKHOLDERS-EQUITY-TURNOVER,CAPITAL-EMPLOYED/NET-FIXED-ASSETS,DEBT/EQUITY,EQUITY/CAPITAL-EMPLOYED,WORKING-CAPITAL/TOTAL-ASSETS,AV-COLLECTION-PERIOD-FOR-RECIEVABLES,AV-PAYMENT-PERIOD,AV-TURNOVER-PERIOD-FOR-INVENTORIES,final
14.839568,22.42,0.92,0.97,1.71,0.24,0.95,0.347642,188,43,18,0.143561,15.128687,0.530583,35.39,1.18,1.22,1.72,0.25,0.97,0.346695,162,39,16,0.052069,15.232919,-0.170949,26.47,1.28,1.28,1.45,0.44,1,0.21423,148,47,14,Non-Bankrupted
16.031355,23.97,1.7,1.71,2.18,0.74,0.99,0.312788,155,89,120,0.041479,16.114362,-0.80552,15.63,1.32,1.32,1.95,0.98,1,0.245314,232,102,184,0.000616,16.115594,0.270667,18.93,1.36,1.36,1.88,0.96,1,0.237794,228,134,171,Non-Bankrupted
13.895047,9.19,40.24,40.24,1.45,9.65,1,0.025859,60,93,30,0.147726,14.192677,-0.27905,9.92,88.41,88.41,0.83,30.18,1,-0.008915,91,120,32,0.262215,14.729647,1,9.76,52.1,52.1,1.48,19.87,1,0.01403,116,152,19,Non-Bankrupted
11.819741,15.77,3.6,3.6,8.43,1.08,1,0.404683,86,41,30,0.09135,12.002952,-0.074765,15.07,3.44,3.44,6.51,1.5,1,0.324683,120,44,20,0.079624,12.162539,-0.016305,18.22,3.68,3.68,2.81,1.92,1,0.208899,166,83,73,Non-Bankrupted
15.166849,16.36,2.77,2.77,9.93,1.01,1,0.431058,234,85,184.373027,-0.361557,14.409496,-1,26.57,8.59,8.64,2.32,4.21,0.99,0.071776,151,208,288.081482,-0.237111,13.926075,1,33.66,5.91,6.34,3.26,2.47,0.93,0.150415,174,125,199.041768,Non-Bankrupted
13.413584,0,0.01,0.01,1.02,0.01,1,0.020926,246.97897,5446.683763,184.373027,0.001415,13.416414,0.212132,0,0,0,1.03,0.01,1,0.02981,240.255592,577.874907,288.081482,-0.007574,13.401266,-0.08739,0,0,0,1.02,0,1,0.018159,14535.948961,360.628841,199.041768,Non-Bankrupted
12.538207,39.22,1.62,1.62,0.43,2.23,1,-0.408913,129,864,45,-0.093539,12.35058,-1,11.57,2.11,2.11,0.47,1.68,1,-0.428397,56,334,17,0.118369,12.588433,1,12.84,3.54,3.56,0.56,1.93,0.99,-0.269488,108,229,0,Non-Bankrupted
14.541795,29.19,35.48,35.48,1.18,12.06,1,0.004837,11,161,119,0.036727,14.615281,0.080038,31.37,17.97,17.97,3.46,5.57,1,0.101122,14,150,119,0.074724,14.765008,0.583917,36.39,15.24,15.24,4.14,5.11,1,0.117241,14,162,159,Non-Bankrupted
15.300688,31.86,6.69,6.69,0.93,4.45,1,-0.015173,188,172,76,-0.001275,15.298138,0.508972,33.55,7.28,7.28,1.05,4.45,1,0.005903,178,131,61,0.01561,15.329361,0.509647,36.76,9.13,9.14,0.89,5.85,1,-0.020686,180,138,64,Non-Bankrupted
15.25076,45.49,0.72,0.74,3.52,0.53,0.97,0.47754,52,144,990,0.001029,15.252819,0.001108,46.07,0.88,0.89,3.46,0.51,0.99,0.471332,61,80,747,-0.071681,15.109211,0.020577,41.44,1.25,1.25,2.58,0.67,1,0.362015,68,65,495,Non-Bankrupted
15.716996,13.97,2.63,2.86,0.84,2.02,0.92,-0.068102,73,137,170,0.11818,15.954466,-0.314455,12.45,1.7,2.01,0.83,1.86,0.84,-0.085742,104,183,158,0.035553,16.025602,0.053143,20.71,1.83,2.16,0.88,2.06,0.85,-0.055065,115,158,216,Non-Bankrupted
15.388187,12.9,30.6,35.91,5.7,17.85,0.85,0.050835,150,119,35,-0.041958,15.304223,-0.763716,11.32,23.97,27.89,1.46,15.3,0.86,0.021889,146,113,50,-0.026838,15.250534,-0.083939,15.86,25.7,39.02,0.87,29.51,0.66,-0.008334,191,153,79,Non-Bankrupted
15.412343,24.43,6.39,8.57,0.13,20.29,0.75,-0.433834,271,115,92,0.01765,15.447647,0.919293,28.7,6.19,6.21,0.1,19.91,1,-0.421718,273,226,112,0.023008,15.493671,1,33.25,4.88,4.89,0.18,11.86,1,-0.355883,317,195,94,Non-Bankrupted
13.954661,15.8,4.29,5.02,1.39,4.37,0.85,0.057426,0,0,37,0.153138,14.263366,-0.074516,15.32,6.06,7.35,1.17,6.64,0.82,0.020448,271,151,38,0.097729,14.45945,0.533883,17.38,9.14,9.27,1.09,8.64,0.99,0.006828,286,132,48,Non-Bankrupted
15.528414,29.49,7.59,8.49,0.99,3.9,0.89,-0.009017,90,93,85,0.067456,15.663531,0.074942,20.39,4.04,5.76,0.82,4.19,0.7,-0.069321,139,94,87,0.010875,15.685282,-0.614619,22.06,4.11,5.8,0.82,4.25,0.71,-0.068755,132,68,87,Non-Bankrupted
15.451607,18.84,3.4,3.59,1.07,1.87,0.95,0.025316,154,85,19,0.077138,15.60619,0.149897,16.46,3.43,4.57,1.54,2.12,0.75,0.150162,122,62,20,0.15004,15.908553,0.59817,27.05,4.16,5.57,1.65,2.97,0.75,0.131327,152,66,28,Non-Bankrupted
15.542377,23.54,13.02,13.02,20.97,12.85,1,0.068291,298,225,73,-0.012674,15.517027,-0.22427,22.79,10.57,10.57,43.28,12.95,1,0.069497,371,258,97,-0.011936,15.493154,-0.184067,27.4,12.54,12.54,13.75,13.5,1,0.062769,318,260,95,Non-Bankrupted
15.953653,26.74,5.66,6.01,0.66,2.27,0.94,-0.189776,39,93,38,0.035789,16.025261,0.046534,26.68,3.76,5.18,0.86,2.01,0.73,-0.097329,55,94,34,-0.040888,15.943439,-0.232306,22.34,4.26,5.59,0.87,1.82,0.76,-0.104198,33,74,44,Non-Bankrupted
14.703808,37.52,2.55,2.55,1.02,1.33,1,0.003702,163,229,21,0.350394,15.435594,-1,36.55,1.5,1.5,2.23,0.88,1,0.287127,222,260,8,0.268199,15.985439,1,22.88,3.58,3.58,0.98,2.18,1,-0.010733,171,241,15,Non-Bankrupted
15.487443,25.49,0.92,0.94,1.81,0.89,0.98,0.239739,93,103,168,-0.048218,15.390932,-1,8.47,0.95,0.95,1.88,0.99,1,0.21437,103,111,167,-0.031547,15.327817,1,6.82,0.93,0.93,2.1,0.97,1,0.220181,74,120,174,Non-Bankrupted
15.731878,29.22,0.75,0.92,1.46,1.14,0.81,0.18216,259,199,349,0.090783,15.913944,0.468981,26.72,0.98,1.15,1.37,1.4,0.85,0.130375,253,151,274,0.12697,16.169262,0.070897,35.22,1.23,1.4,1.23,2.4,0.88,0.061948,389,163,293,Non-Bankrupted
15.613525,18.36,11.2,12.76,14.73,17.48,0.88,0.057473,168,302,339,0.105195,15.824697,-0.376785,24.03,6.76,7.7,26.94,21.82,0.88,0.048007,536,678,620,-0.036336,15.751993,0.214128,17.19,2.28,11.41,261.67,19.77,0.2,0.239678,250,319,404,Non-Bankrupted
16.261987,14.03,88.8,240.21,1.69,127.24,0.37,0.00433,138,166,184.373027,-0.055437,16.151,-0.007402,13.84,68.59,176.76,2.79,83.64,0.39,0.015385,93,155,288.081482,0.237718,16.635708,-0.058171,10.99,73.72,186.48,3.73,118.48,0.4,0.012872,192,207,199.041768,Non-Bankrupted
16.337165,10.75,5.36,5.55,0.4,9.21,0.97,-0.150211,254,172,222,-0.249252,15.827935,-0.65838,-5.99,0,0,0,0,0,-0.444835,156,137,31,0.141417,16.112678,1,21.74,20.44,21.57,0.06,52.48,0.95,-0.30163,326,490,331,Non-Bankrupted
15.326028,8.42,1.54,1.86,1.01,1.11,0.83,0.000883,138,100,15,0.179214,15.688368,0.562615,11.77,1.59,1.99,0.77,1.54,0.8,-0.147844,148,144,13,-0.031965,15.624417,-0.93091,2.33,1.83,2.41,0.86,1.64,0.76,-0.083883,143,67,13,Non-Bankrupted
15.196056,13.61,1.58,1.61,1.63,0.68,0.99,0.232835,112,128,103,0.106319,15.409502,0.454851,17.82,1.45,1.7,1.96,0.83,0.85,0.315029,125,140,109,-0.044049,15.321347,0.280868,29.59,1.53,1.55,2,0.41,0.99,0.358702,107,82,87,Non-Bankrupted
16.07431,26.99,2,2.01,15.89,0.26,1,0.745644,105,52,96,0.021181,16.116678,-0.49823,28.63,1.51,1.52,17.25,0.22,1,0.777101,118,58,138,0.073735,16.264416,0.188349,29.23,1.5,1.51,21.66,0.28,0.99,0.745097,125,73,144,Non-Bankrupted
13.165808,95.11,0.66,0.66,3.42,0.06,1,0.668325,205,392,3690,0.119582,13.406122,-0.051584,95.27,0.46,0.46,4.23,0.06,1,0.721325,231,141,5130,0.065477,13.537263,-1,67.16,0.29,0.29,3.76,0.57,1,0.466247,445,29,1523,Non-Bankrupted
14.712905,36.71,7.34,7.4,4.45,4.89,0.99,0.13248,228,164,61,0.055782,14.824585,-0.033386,43.87,6.06,6.06,4.55,4.52,1,0.141083,247,68,120,0.280107,15.400181,0.084575,52.98,6.3,6.3,1.69,7.24,1,0.049409,275,244,320,Non-Bankrupted
15.126446,40.15,17.06,17.06,0.76,6.04,1,-0.121305,81,168,184.373027,0.30024,15.746013,-0.608644,24.85,33.39,33.39,0.95,13.14,1,-0.047149,115,140,288.081482,0.238337,16.232034,-0.492347,14.25,60.88,60.88,1.2,21.93,1,-0.02088,112,124,199.041768,Non-Bankrupted
16.762412,100,0,0,101.31,0,1,0.448368,85,5446.683763,184.373027,0.056025,16.874579,-0.975844,0,0,0,143.16,0,1,0.215509,0,577.874907,288.081482,-0.075339,16.723615,0.41791,0,0,0,156.1,0,1,0.343521,0,360.628841,199.041768,Non-Bankrupted
14.330901,22.21,9.35,9.35,0.49,6.86,1,-0.188736,89,104,130,0.146439,14.625901,-0.457055,24.68,11.43,13.09,0.25,13.47,0.87,-0.305498,88,135,128,0.063513,14.753098,-1,24.97,4.67,5.08,0.29,9.03,0.92,-0.363378,162,294,190,Non-Bankrupted
11.415599,53.53,17.4,17.4,7.02,2.26,1,0.264533,7,34,8,0.103237,11.622811,0.496601,59.34,9.2,9.2,5.19,0.96,1,0.412131,13,37,15,0.177669,11.98196,-0.03891,63.19,6.59,6.59,6.26,0.91,1,0.437924,31,79,11,Non-Bankrupted
15.753237,33.7,5.31,5.39,0.73,2.83,0.98,-0.134669,58,62,92,0.204902,16.168926,0.456087,33.15,2.93,3.06,1.21,1.92,0.96,0.035737,100,43,169,0.029268,16.227479,0.059943,26.46,3.17,3.2,1.91,2.17,0.99,0.127645,50,151,221,Non-Bankrupted
14.476195,36.06,0.21,0.24,1.08,0.26,0.87,0.065595,225,32,184.373027,0.00624,14.488675,0.004797,26.22,0.39,0.44,2.36,0.22,0.9,0.468774,505,8,288.081482,0.017738,14.524155,-0.109659,13.67,0.59,0.63,2.4,0.22,0.93,0.459326,362,15,199.041768,Non-Bankrupted
16.429839,58.7,0.64,0.64,1.05,0.54,1,0.027969,319,551,31,0.379327,17.228386,-1,73.17,0.39,0.39,0.84,0.5,1,-0.126415,272,1140,41,-0.004549,17.219288,-0.919413,70.75,0.51,0.51,0.58,1.18,1,-0.329549,296,2102,58,Non-Bankrupted
18.002474,0,0.05,0.05,1.07,1.55,1,-0.581426,246.97897,5446.683763,184.373027,-0.005575,17.991323,-0.338207,0,0,0,2.67,0.01,1,0.003303,240.255592,577.874907,288.081482,0.024238,18.039808,-0.003208,0,0,0,2.31,0.07,1,-0.057328,14535.948961,360.628841,199.041768,Non-Bankrupted
15.08441,15.62,2.71,2.96,0.84,1.24,0.91,-0.096712,58,70,42,0.330538,15.771274,-0.401775,11.65,2.81,3.42,0.86,3.18,0.82,-0.049934,161,36,134,-0.114205,15.541863,-0.682614,10.65,2.96,3.54,0.87,2.34,0.84,-0.05676,158,10,35,Non-Bankrupted
17.023476,47.22,1.89,1.89,0.9,1.29,1,-0.052773,132,322,25,0.059433,17.142483,-1,35.86,3.7,3.76,0.53,2.17,0.98,-0.298809,86,203,8,0.060363,17.263356,1,50.08,3.16,4.2,0.9,1.85,0.75,-0.134287,74,158,4,Non-Bankrupted
12.362204,27.69,1.3,1.3,12.25,0.38,1,0.667248,70,115,380,0.267702,12.910978,0.395002,25.85,1.53,1.53,11.16,1.34,1,0.385441,91,261,564,0.192096,13.300002,0.062338,24.41,1.43,1.43,22.52,0.86,1,0.512394,117,160,451,Non-Bankrupted
12.836658,100,1.87,2.12,30.01,0.66,0.88,0.641398,201,5446.683763,184.373027,0.012462,12.861583,-0.172879,100,1.47,1.67,44.82,0.35,0.88,0.80732,221,577.874907,288.081482,0.047882,12.95742,-0.165098,100,1.39,1.55,76.46,0.28,0.89,0.849115,235,360.628841,199.041768,Non-Bankrupted
15.89705,10.31,1.65,1.65,1.4,0.54,1,0.184612,123,35,63,-0.022798,15.851446,-1,6.58,1.75,1.76,1.39,0.63,1,0.171293,116,22,77,0.06851,15.988681,0.419267,7.07,1.9,2.28,1.73,0.96,0.83,0.257794,109,54,100,Non-Bankrupted
15.57997,22.01,0.37,0.37,1.34,0.28,0.98,0.203822,89,135,528,0.040941,15.661898,0.095465,17.68,0.44,0.45,1.3,0.41,0.98,0.168853,102,172,454,0.002169,15.666235,-0.680687,18.77,0.44,0.44,1.37,0.33,0.99,0.203475,85,110,493,Non-Bankrupted
15.629202,17.95,8.97,9.25,1.75,4.71,0.97,0.076634,123,75,50,0.152069,15.935717,-0.003038,17.04,6.27,6.28,1.99,4.13,1,0.048483,172,81,93,0.143775,16.225274,0.096247,18.92,6.44,6.79,1.95,4.88,0.95,-0.016799,160,89,93,Non-Bankrupted
15.869582,16.08,1.84,2.81,0.86,2.92,0.65,-0.108083,171,68,86,0.083555,16.037082,-1,7.16,2.84,3.82,0.45,5.28,0.74,-0.292893,250,131,44,-0.078434,15.879891,-0.272233,-16.41,2.19,4.16,0.21,13,0.53,-0.560631,324,386,19,Non-Bankrupted
14.051179,26.4,47.23,47.23,0.68,16.17,1,-0.050563,111,136,184.373027,0.101442,14.254764,-0.549548,26.48,53.63,53.63,0.88,19.11,1,-0.025781,109,165,288.081482,-0.021037,14.212683,0.316917,28.04,48.26,48.26,1.29,17.13,1,-0.008739,107,161,199.041768,Non-Bankrupted
11.324002,35.37,4.38,4.38,6.87,3.51,1,-0.277828,109,280,30,-0.124178,11.074358,0.260834,39.38,6.12,6.12,12.5,2.28,1,-0.310097,28,118,12,-0.151941,10.768106,-1,28.56,14.93,14.93,4.02,6.37,1,0.042121,146,153,4,Non-Bankrupted
14.487084,13.65,17.87,23.72,37.9,13.1,0.75,0.091452,175,146,47,0.024523,14.53614,0.011168,12.09,6.73,26.03,48.42,12.6,0.26,0.278247,162,111,30,0.088244,14.713088,0.163122,14.35,6.19,15.37,22.48,8.67,0.4,0.245348,200,131,25,Non-Bankrupted
14.339627,10.32,6.22,6.22,0.05,19.17,1,-0.862066,24,1249,15,0.046512,14.432719,-0.995614,-39.83,1.34,1.34,0.08,14.79,1,-0.740123,140,2863,0,0.192288,14.822144,1,38.62,2.9,2.9,0.09,12.75,1,-0.713353,80,2206,2,Non-Bankrupted
15.070118,30.28,4.75,5.32,3.16,4.39,0.89,0.141738,40,143,24,0.093198,15.257057,-0.121465,18.14,3.58,4,3.95,4.35,0.89,0.155894,40,249,13,-0.036448,15.184129,0.010864,31.22,2.82,3.15,14.59,3.29,0.9,0.242499,108,253,14,Non-Bankrupted
12.822379,42.63,5.2,5.2,0.58,1.28,1,-0.456245,0,49,184.373027,0.366005,13.589983,-0.802051,28.93,0.28,0.28,2.72,0.45,1,0.27315,12,320,288.081482,-0.194109,13.196775,1,24.65,0.25,0.25,2.48,0.02,1,0.34718,3,31,199.041768,Non-Bankrupted
11.422891,-0.6,0.9,0.9,0,1.3,1,0.437685,307,368,592,0.061752,11.546554,1,100,1,1,0,1.2,1,0.454458,11,0,0,0.087432,11.721865,0.152901,70,0.83,0.83,0,1.17,1,0.462523,86,1503,1609,Non-Bankrupted
10.288784,16.01,7.61,7.66,0,0.66,0.99,0.612224,2,23,82,0.003238,10.295259,-1,12.99,8.3,8.39,0,1.29,0.99,0.439308,2,61,107,0.130376,10.557504,1,24.5,5.7,5.74,0,0.78,0.99,0.571949,4,56,112,Non-Bankrupted
13.860505,2.04,18.17,18.17,0.45,6.59,1,-0.161564,112,105,184.373027,0.190716,14.246664,1,8.21,33.91,34.26,0.32,8.72,0.99,-0.247558,61,69,288.081482,0.037047,14.320792,-1,7.5,9.75,9.75,0.86,3.03,1,-0.06697,77,67,199.041768,Non-Bankrupted
12.812444,33.25,32.07,32.07,0.45,13.37,1,-0.084526,47,115,88,0.0955,13.004028,-0.596482,24.17,20.97,20.97,0.72,16.14,1,-0.024764,76,253,202,-0.156344,12.688755,0.457201,46.52,8.23,8.23,3.6,4.48,1,0.09874,38,169,278,Non-Bankrupted
12.258997,31.4,4.17,4.25,2.31,2.38,0.98,0.170721,113,203,34,0.088313,12.436085,0.361147,30.43,5.18,5.4,8.43,2.81,0.96,0.234385,200,199,25,0.001864,12.439812,-0.148235,30.11,4.74,5.05,2.46,2.77,0.94,0.158314,150,179,28,Non-Bankrupted
13.288591,42.71,3.18,3.18,7.15,3.53,1,0.174452,65,518,731,0.059441,13.407613,-1,44.69,2.02,2.02,3.21,4.6,1,0.109767,70,887,1530,-0.068216,13.270968,1,31.53,3.09,3.09,3.71,3.16,1,0.160315,36,398,575,Non-Bankrupted
12.601073,63.48,1.53,1.53,1.15,0.88,1,0.064,151,567,0,0.143757,12.890593,-1,-6.26,2.5,2.5,0.61,2.07,1,-0.21182,166,226,7,0.113575,13.118727,0.077428,-4.46,4.48,4.48,0.51,3.76,1,-0.21478,0,0,10,Non-Bankrupted
14.607427,13.56,74.58,74.58,0.07,31.98,1,-0.417644,23,140,48,0.468833,15.624575,-0.107712,12.31,0,0,0,0,0,-0.203776,14,275,179,-0.498708,14.529406,-0.399996,5.8,0,0,0,0,0,-0.764963,15,148,32,Non-Bankrupted
11.727755,29.66,2.3,2.3,4.04,0.56,1,0.459807,24,123,74,0.159964,12.050453,0.383929,20.62,3.98,3.98,8.49,0.88,1,0.455669,36,49,32,-0.256571,11.525585,-1,9.03,0.95,0.95,65.7,0.37,1,0.691194,128,72,2,Non-Bankrupted
11.564483,29.51,0.24,0.24,0.38,6.06,1,-0.750302,675,9402,184.373027,0.124698,11.815183,1,96.65,0.63,0.63,2.03,0.92,1,-0.140438,338,10127,288.081482,0.84633,14.30133,0.680154,43.87,2.08,2.08,41.66,10.02,1,-0.730849,261,3023,199.041768,Non-Bankrupted
14.866475,22.88,0.27,0.27,0.98,0.41,1,-0.019578,180,693,27,0.284204,15.450974,-0.547116,0.71,0.26,0.26,0.83,0.51,1,-0.144783,175,371,25,0.304645,16.080237,0.158392,2.5,0.34,0.34,0.39,2.45,1,-0.451784,183,1391,5,Non-Bankrupted
13.383538,9.45,3.75,3.75,0.64,3.14,1,-0.137086,175,217,8,0.509115,14.506606,0.675241,18.09,7.02,7.02,0.61,8.68,1,-0.067138,407,71,1,0.553526,15.753506,0.083592,28.9,1.47,7.33,1.82,19.24,0.2,0.11073,0,0,99,Non-Bankrupted
15.060751,43.67,1.39,1.39,1.33,0.8,1,0.140194,237,266,184.373027,0.205151,15.47696,-0.294666,39.64,1.84,1.84,1.83,1.31,1,0.196319,349,317,288.081482,-0.340939,14.76665,-1,-9.89,1.39,1.43,1.59,1.31,0.97,-0.003477,306,125,199.041768,Non-Bankrupted
12.312894,13.69,6.92,6.92,31.95,2.77,1,0.256126,27,155,61,-0.00487,12.303154,-0.300607,18.63,4.16,4.16,26.27,2.72,1,0.254095,32,272,146,0.077918,12.459307,-0.16401,13.65,5,5,37.9,3.34,1,0.21736,47,268,113,Non-Bankrupted
13.997759,31.58,1.24,1.25,0.86,0.68,0.99,-0.117509,38,135,35,0.100287,14.19901,-1,16.01,0.82,0.82,0.84,1.13,0.99,-0.108354,107,364,192,0.009835,14.218681,1,46.28,0.75,0.75,0.99,1.16,1,-0.023387,114,705,496,Non-Bankrupted
12.017361,47.5,15.43,15.43,1.19,6.48,1,0.012077,137,251,21,0.095319,12.20858,-0.21374,39.85,10.69,10.69,1.71,6.99,1,0.044887,229,333,17,0.072971,12.354781,0.004679,40.67,9.51,9.51,2.46,7.27,1,0.064637,254,436,38,Non-Bankrupted
13.743471,22.57,5.83,5.83,0.77,4.01,1,-0.062332,84,174,52,0.298154,14.358455,1,32.39,5.86,5.86,1.55,4.52,1,0.062752,75,249,320,0.252845,14.875354,-0.382187,27.47,4.6,4.6,1.03,3.47,1,0.006584,221,140,54,Non-Bankrupted
11.635019,12.86,0.25,0.25,1.58,0.04,1,0.354026,55,66,184.373027,-0.381914,10.830421,0.07371,61.49,0.06,0.06,2.31,0,1,0.57386,0,0,288.081482,-0.091186,10.647542,0.721697,0,0,0,2.41,0.02,1,0.57022,0,0,199.041768,Non-Bankrupted
16.691797,0,0.02,0.02,2.57,0.01,1,0.603665,246.97897,5446.683763,184.373027,0.389454,17.51411,-0.230113,0,0.01,0.01,1.78,0,1,0.435793,240.255592,577.874907,288.081482,0.253407,18.032211,-0.324074,0,0.01,0.01,1.62,0,1,0.381761,14535.948961,360.628841,199.041768,Non-Bankrupted
13.679207,27.58,1.25,1.25,20.25,0.81,1,0.524881,246.97897,5446.683763,667,-0.047637,13.583861,0.155507,23.97,1.09,1.09,28.89,0.49,1,0.649249,240.255592,577.874907,595,0.022213,13.628294,-1,22.51,1.03,1.03,39.75,0.59,1,0.611386,14535.948961,360.628841,616,Non-Bankrupted
15.057077,26.28,1.69,1.69,1.19,2.16,1,0.048829,3,326,668,-0.094412,14.867688,-1,-4.16,1.92,1.92,1.03,1.99,1,0.009079,6,150,349,-0.025544,14.816589,0.343777,9.56,2.52,2.52,0.74,2.74,1,-0.095546,0,0,350,Non-Bankrupted
14.959147,39.31,1.71,1.72,1.69,1.17,0.99,0.186734,114,0,308,0.120561,15.201448,1,48.07,1.17,1.18,2.86,0.76,0.99,0.369382,206,0,384,0.055368,15.312297,0.236785,48.96,1.07,1.08,3.44,0.7,0.99,0.419268,232,8,348,Non-Bankrupted
14.766651,12.28,5.78,5.78,0.93,1.75,1,-0.0282,59,56,33,0.239427,15.254984,0.936642,14.09,8.18,8.66,1.06,2.66,0.94,0.016594,60,62,28,0.046677,15.348405,0.032288,18.1,4.64,6.04,1.37,2.93,0.77,0.088739,103,85,57,Non-Bankrupted
17.73013,22.26,0.21,0.25,1.14,0.49,0.84,0.03094,365,208,27,0.085622,17.901794,0.142357,24.79,0.26,0.32,1.19,0.7,0.8,-0.064619,227,39,61,-0.079543,17.742372,-0.410997,16.4,0.17,0.22,1.34,0.49,0.77,0.003311,193,67,14,Non-Bankrupted
14.040848,10.56,2.13,2.13,1.37,0.18,1,0.228299,13,19,35,0.07389,14.188897,0.222566,12.25,2.23,2.23,1.43,0.29,1,0.228548,15,22,26,0.083898,14.357088,0.32837,18.83,2.13,2.13,1.7,0.36,1,0.296733,17,29,37,Non-Bankrupted
16.277987,27.17,2.5,2.62,1.92,1.98,0.95,0.165504,203,175,94,0.001771,16.281529,-0.872049,19.16,2.36,2.45,2,2.03,0.96,0.165004,213,176,88,-0.183108,15.911136,-1,15.58,4.51,4.77,1.41,4.31,0.95,0.04932,233,179,78,Non-Bankrupted
16.007338,17.45,1.05,1.05,1.24,0.84,1,0.101211,154,254,261,-0.007295,15.992749,-0.793613,15.48,1.06,1.06,1.15,0.81,1,0.07062,139,184,182,0.019904,16.032561,0.829193,24.65,1.07,1.07,1.22,0.86,1,0.095967,158,226,208,Non-Bankrupted
15.875201,28.23,2.02,2.02,1.77,0.6,1,0.273218,91,80,133,-0.019486,15.836224,-0.716055,19.11,1.59,1.59,1.72,0.54,1,0.272412,90,87,158,0.022107,15.880445,-0.230754,18.95,1.2,1.2,1.31,1.01,1,0.118076,150,118,280,Non-Bankrupted
14.378253,68.39,2.81,2.84,6.52,1.69,0.99,0.308747,112,106,324,0.296688,14.990022,0.315052,72.32,1.93,4.02,13.98,3.7,0.48,0.371691,131,250,550,-0.016535,14.95695,0.103562,75.55,2.5,4.49,9.74,3.27,0.56,0.335327,103,179,512,Non-Bankrupted
14.597912,12.92,1.01,1.01,0.73,0.83,1,-0.203044,38,70,142,-0.026215,14.545471,0.674278,18.46,1.13,1.13,0.97,0.38,1,-0.02506,62,50,42,-0.026859,14.491739,-0.154502,5.49,1.43,1.43,1.25,0.32,1,0.152051,31,28,14,Non-Bankrupted
15.558559,24.81,1.82,2.04,1.61,1.18,0.89,0.114791,85,97,142,-0.029267,15.500009,0.21017,25.22,1.81,2,1.83,0.96,0.9,0.171251,76,59,148,0.065664,15.631526,0.100124,27.04,1.85,2.02,1.85,1.3,0.91,0.143477,94,105,199,Non-Bankrupted
